id,section,title,authors,journal,year,area,country,type,doi_url,doi_label,pdf_file,extra_url_1,extra_label_1,extra_url_2,extra_label_2
12,journal,"Optimization in digital image processing to determine quantum dots heights from atomic force microscopy","<b>RUIZ, J. E.</b>; SOUZA, P. L.; DORNELAS, L. P.; PIRES, M. P.","XIV Brazil MRS Meeting, Rio de Janeiro. 2015.",2015,nanotech,brazil,journal,"http://sbpmat.org.br/14encontro/anais/pdfs/plenary/ASEA.pdf","Source","files/publications/optimization_digital_image_mrs_2015.pdf","",""
13,journal,"Early nucleation stages of low density InAs quantum dots nucleation on GaAs by MOVPE","TORELLY, G.; JAKOMIN, R.; PINTO, L. D.; PIRES, M. P.; <b>RUIZ, J.</b>; CALDAS, P. G.; PRIOLI, R.; XIE, H.; PONCE, F. A.; SOUZA, P. L.","Journal of Crystal Growth, v. 434, p. 47-54. 2015.",2015,nanotech,brazil,journal,"https://doi.org/10.1016/j.jcrysgro.2015.10.031","DOI / Source","files/publications/early_nucleation_stages_inas_2015.pdf","",""
14,conference,"Cybersecurity as a Pillar of Sustainable Development and Commercial Stability: Perspective from Digital Interdependence","<b>Jose Eduardo Ruiz Rosero</b>","XI UNADE International Symposium 2025: ""National Security and Trade: Strategy for Sustainable Development"", Dominican Republic. 2025.",2025,cybersecurity,dom-republic,conference,"https://unade.edu.do/simposio-internacional/","Web Event","files/publications/cybersecurity_pillar_sustainable_2025.pdf","https://www.youtube.com/live/hy1DNI7qKws?si=EnFZyJxDX8pqYDld&t=23600","Video"
15,conference,"X-Ray Diffraction of Infrared Quantum Bragg Mirror Detectors Structures Designed by Artificial Intelligence","Jailson Santana; <b>Jose E. R. Rosero</b>; Pedro Henrique Pereira; Luciana D. Pinto; Rudy M. S. Kawabata; Guilherme M. Torelly; Germano M. Penello; Patrícia L. Souza; Mauricio P. Pires","SBMicro – 39th symposium on microelectronics technology and devices – Chip in the Jungle. 2025.",2025,nanotech,brazil,conference,"https://sites.google.com/uea.edu.br/chip-in-the-jungle-2025/Program/program/sbmicro-program","Program","files/publications/xray_diffraction_chip_in_jungle_2025.pdf","",""
16,conference,"Optimizing Quantum Bragg Mirror Detector: A Genetic Algorithm Approach","Pedro H. Pereira; <b>Jose E. Ruiz</b>; Guilherme M. Torelly; Mauricio P. Pires; Patricia L. Souza; Germano M. Penello","Mid-IR Optoelectronics: Materials and Devices XVII 2025, Vienna, Austria. 2025.",2025,nanotech,austria,conference,"https://miomd2025.conf.tuwien.ac.at/","Web Event","files/publications/optimizing_quantum_bragg_miomd_2025.pdf","",""
17,conference,"Ethical and Social Challenges in the Age of Human Enhancement: How Converging Technologies Could Transform Our Individuality and Behavior","<b>Jose Eduardo Ruiz Rosero</b>","XX International Humanities Congress ""Cyborg: The Human Condition in a Transhumanist World"", Bucaramanga, Colombia. 2023.",2023,cybersecurity,colombia,conference,"https://humanidades.ustabuca.edu.co/index.php/extencion/congreso-2023","Web Event","files/publications/ethical_social_challenges_human_enhancement_2023.pdf","https://www.youtube.com/live/KUPJM2GgcKo?feature=share&t=3369","Video"
18,conference,"Panel Discussion: Cyborg: The Human Condition in a Transhumanist World","<b>Jose Eduardo Ruiz Rosero</b>","XX International Humanities Congress, Bucaramanga, Colombia. 2023.",2023,cybersecurity,colombia,conference,"https://humanidades.ustabuca.edu.co/index.php/extencion/congreso-2023","Web Event","files/publications/panel_discussion_transhumanist_2023.pdf","https://www.youtube.com/live/pTePCup8ukg?feature=share&t=4014","Video"
19,conference,"Quantum Bragg Mirror Detector Optimization Applying Genetic Algorithms","<b>Jose Ruiz</b>; Pedro H. Pereira; Germano M. Penello; Guilherme M. Torelly; Patricia L. Souza; Mauricio P. Pires","Autumn Meeting of the Brazilian Physical Society, Ouro Preto. 2023.",2023,nanotech,brazil,conference,"https://sec.sbfisica.org.br/eventos/eosbf/2023/sys/resumos/R0784-1.pdf","Source","files/publications/quantum_bragg_optimization_autumn_2023.pdf","",""
20,conference,"Mapping and Optimization of Oscillator Strength in Quantum Bragg Mirror Detectors as a Function of their Dimensions","<b>Jose Ruiz</b>; Pedro H. Pereira; Germano M. Penello; Guilherme M. Torelly; Patricia L. Souza; Mauricio P. Pires","SBMicro – 37th symposium on microelectronics technology and devices – Chip in Rio. 2023.",2023,nanotech,brazil,conference,"#","Source","files/publications/mapping_optimization_sbmicro_2023.pdf","",""
21,conference,"Dilute Nitride GaInNAs Growth with Low Decomposition Temperature Precursors by MOVPE","<b>RUIZ, J. E.</b>; OHLMANN, J.; DIMROTH, F.; LACKNER, D.","DGKK ""Deutsche Gesellschaft für Kristallwachstum und Kristallzüchtung"" – Freiburg im Breisgau – Germany. 2017.",2017,nanotech,germany,conference,"https://www.ise.fraunhofer.de/content/dam/ise/de/downloads/pdf/DGKK_2017_Homepage-Programm.pdf","Source","files/publications/dilute_nitride_gainnas_growth_2017.pdf","",""
22,conference,"Simulação e otimização de células solares simples e multijunção com algoritmos genéticos","PACHECO, M. A. C.; <b>RUIZ, J. E.</b>; GALVÃO, P.","XIX CECEMM: Congresso dos Estudantes de Ciência e Engenharia de Materiais do MERCOSUL. 2017.",2017,solar-energy,brazil,conference,"#","Source","files/publications/simulacao_otimizacao_celulas_solares_2017.pdf","",""
23,conference,"Dependence of the strain of InAs/InGaAlAs QDs on their size","<b>RUIZ, J. E.</b>; PIRES, M. P.; SOUZA, P. L.","XIV Brazil MRS Meeting, Rio de Janeiro. 2015.",2015,nanotech,brazil,conference,"http://sbpmat.org.br/14encontro/anais/pdfs/plenary/ASEV.pdf","Source","files/publications/dependence_strain_inas_2015.pdf","",""
24,conference,"From InAs extended monolayer flat 2D terraces to 3D islands grown on GaAs substrates","Torelly, G; <b>RUIZ, J.</b>; JAKOMIN, R.; DORNELAS, L. P.; PIRES, M. P.; CALDAS, P. G.; PRIOLI, R.; XIE, H.; PONCE, F. A.; SOUZA, P. L.","XIV Brazil MRS Meeting, Rio de Janeiro. 2015.",2015,nanotech,brazil,conference,"#","Source","files/publications/from_inas_extended_monolayer_2015.pdf","",""
25,book,"Otimização da malha metálica de dedos coletores para o contato elétrico frontal de células solares por algoritmos genéticos","Roberto Carlos Pejendino Jojoa; Daniel Neves Micha; <b>Jose Eduardo Ruiz Rosero</b>; Eleonora Cominato Weiner; Mauricio Pamplona Pires; Patrícia Lustoza de Souza","Energia no Brasil. 1ed.: Editora Poisson, v. 1, p. 89-101. 2019.",2019,solar-energy,brazil,book,"https://doi.org/10.5935/978-85-7042-107-4","DOI / Source","files/publications/book_otimizacao_malha_metalica_2019.pdf","",""
26,patent,"Method for Extracting and Structuring Information","<b>Jose Eduardo Ruiz</b> (et. al)","BR 10 2021 023977-8. Issued Nov 26, 2021 – Journal number: 2662 – Section VI patents. 2021.",2021,machine-learning,brazil,patent,"http://revistas.inpi.gov.br/rpi/","Source","files/publications/patent_method_extracting_structuring_info_2021.pdf","",""
